suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
1.33,73.44,1.35,31.79,1
58.82,35.89,87.11,56.53,0
53.21,44.54,33.84,86.79,1
72.34,5.99,70.33,28.72,0
38.84,24.44,6.83,56.14,1
64.63,83.5,60.2,76.96,0
2.24,98.6,19.39,35.31,1
26.18,24.08,76.02,2.12,0
87.92,50.97,6.16,15.43,1
41.43,63.44,47.13,15.07,0
83.63,11.79,90.41,98.64,1
44.65,58.36,66.53,83.77,0
85.28,70.46,11.2,67.77,1
93.31,11.31,37.47,56.7,0
93,5.3,13.35,14.11,1
82.49,84.78,71.61,32.93,0
58.43,17.62,66.38,89.85,1
69.36,92.98,68.81,66.02,0
11.43,33.75,20.26,41.23,1
55.74,5.33,55.43,7.95,0
67.93,29.51,15.21,49.2,1
96.78,48.41,69.55,56.45,0
34.76,84.78,9.72,83.25,1
16,68.27,34.44,52.72,0
98.98,15.89,28.69,98.29,1
62.08,17.24,52.84,24.36,0
89.68,30.43,63.69,95.5,1
68.03,39.51,42.64,14.31,0
96.38,38.03,20.2,80.23,1
94.54,67.73,58.26,88.46,0
32.09,42.75,43.26,76.74,1
89.93,84.42,90.81,53.6,0
18.31,89.74,28.33,97.1,1
16.29,57.22,96.03,17.81,0
39.57,6.48,71.26,94.96,1
20.71,18.77,68.64,28.63,0
73.47,7.88,69.11,76.29,1
73.66,69.88,65.63,51.23,0
97.18,18.72,17.11,54.98,1
46.42,0.85,42.84,43.83,0
92.08,19.49,26.99,19.3,1
76.45,72.52,95.98,39.16,0
26.91,93.2,6.7,31.48,1
70.19,43.62,64.77,30.69,0
46.47,39.32,19.67,40.86,1
0.33,68.38,96.18,93.42,0
65.79,1.54,92.51,99.53,1
72.46,79.14,55.42,61.67,0
64.92,57.44,23.06,55.45,1
37.38,57.48,63.42,27.54,0
58.86,17.15,22.99,22.63,1
92.29,94.46,60.15,72.14,0
63.36,3.7,44.84,74.09,1
9.08,97.13,69.3,43.73,0
82.72,73.76,7.58,29.93,1
45.99,5.4,54.43,2.42,0
81.44,69.88,0.68,50.25,1
32.79,54.43,66.8,16.44,0
49.94,9.36,16.43,22.05,1
26.14,39.31,46.39,39.12,0
48.68,95.1,17.11,18.24,1
24.34,72.09,35.14,37.64,0
69.07,53.06,11.32,34.55,1
1.32,88.45,89.96,64.36,0
50.43,0.34,56.59,81.62,1
47.82,70.82,36.81,48.21,0
48.07,7.86,25.49,20.54,1
82.42,40.91,94.47,16.39,0
38.18,65.56,7.55,6.38,1
85.72,70.12,64.08,95.45,0
97.77,15.18,1.74,24.72,1
73.5,91.69,48.6,56,0
55.88,29.94,4.84,9.44,1
17.28,87.17,44.97,13.8,0
44,83.51,15.47,56.4,1
24,16.87,56.91,1.36,0
62.94,65.81,3.84,90.29,1
85.83,20.82,48.55,65.64,0
25.26,4.72,23.71,85.63,1
23.07,1.32,91.64,50.26,0
72.7,30.21,94.73,73.34,1
45.35,62.16,68.92,69.04,0
57.38,61.69,16.64,61.85,1
50.12,59.93,37.36,96.8,0
31.11,19.72,85.9,85.94,1
69.62,3.53,90.73,35.29,0
20.88,56.52,23.01,49.84,1
6.85,72.12,73.24,0.33,0
97.09,1.91,35.09,76.07,1
62.99,73,68.94,27.6,0
19.01,75.66,22.42,14.78,1
77.77,84.94,97.05,47.42,0
48.62,80.34,26.07,17.3,1
3.9,11.4,68.17,4.28,0
97.69,23.05,26.06,50.56,1
53.09,57.94,49.77,56.91,0
39.06,40.1,18.48,93.05,1
72.35,75.43,75.5,55.25,0
51.15,51.95,9.97,93.12,1
20.82,21.98,46.1,3.19,0
21.05,91.83,24.57,56.95,1
51.6,92.76,41.65,97.38,0
23.82,40.63,17.37,97.71,1
31.2,86.98,75.83,51.67,0
42.31,25.1,6.13,93.24,1
32.17,77.24,54.53,61.62,0
64.89,95.91,13.16,72.32,1
0.84,33.62,31.67,21.64,0
35.86,8.24,1.13,21.51,1
92.88,40.55,78.47,6.23,0
48.09,48.3,54.32,99.74,1
92.53,80.68,46.75,70.63,0
67.21,39.37,25.85,33.51,1
14.67,49.14,89.78,3.16,0
13.58,10.61,26.92,78.45,1
91.47,6.82,59.36,30.59,0
80.23,8.69,19.4,85.18,1
5.65,20.41,47.87,55.31,0
2.77,6.44,5.7,70.2,1
35.57,18.47,55.38,59.81,0
5.38,28.78,19.36,11.86,1
20.78,24.56,62.1,83.99,0
6.79,21.82,26.57,6.7,1
69.16,1.01,56.23,19.31,0
39.7,92.34,10.97,28.08,1
51,84.77,38.57,48.17,0
19.25,69.02,24.85,78.35,1
6.69,32.71,54.64,74.48,0
30.61,11.14,63.67,81.42,1
38.77,35.85,94.62,37.82,0
82.94,7.1,30.84,83.6,1
22.21,31.23,31.72,17.54,0
93.02,21.58,26.65,84.83,1
86.89,85.97,62.02,16.4,0
56.91,15.32,24.82,69.06,1
36.71,95.36,68.12,55.19,0
82.12,57.94,18.58,8.59,1
77.88,56.1,59.86,6.74,0
40.88,52.06,10.44,94.33,1
43.65,70.4,92.68,93.94,0
69.63,10.98,44.81,89.65,1
65.91,96.55,68.96,3.43,0
40.89,60.9,23.23,54.2,1
98.67,50.83,52.62,30.5,0
76.72,84.75,0.25,69.88,1
33.37,0.44,88.96,48.47,0
35.93,71.06,7.54,1.42,1
10.53,27.07,96.71,28.5,0
70.85,56,23.53,70.07,1
17.49,14.71,69.23,69.01,0
91.75,20.27,15.04,31.63,1
60.59,90.42,70.85,22.87,0
87.45,13.21,31.26,79.44,1
47.74,98.99,51.26,92.47,0
37.94,12.36,29.84,55.77,1
77.33,43.02,59.53,59.57,0
17.81,34.59,26.58,64.51,1
92.21,71.75,39.3,12.42,0
1.92,55.33,20,83.51,1
1.08,18.33,82.03,53.28,0
30.8,32.1,1.21,89.6,1
51.42,65.17,45.93,54.21,0
79.83,29.56,27.59,39.77,1
37.88,83.73,92.16,87.04,0
35.57,72.99,14.72,92.76,1
94.68,4.56,52.49,50.78,0
65.54,16.77,21.51,79.78,1
7.5,48.47,64.29,72.27,0
66.95,38.09,9.01,11.84,1
87.17,76.45,74.1,91.84,0
56.18,2.37,76.34,78.31,1
29.07,21.06,59.04,6.45,0
34.87,11.08,77.27,88.1,1
21.93,69.33,70,68.96,0
36.19,26.77,24.94,34.75,1
49.7,84.32,98.56,81.44,0
84.35,7.3,8.27,9.36,1
79.13,63.23,33.86,34.82,0
90.97,75.5,18.27,29.36,1
0.17,56.25,61.67,20.6,0
14.87,4.74,12.67,37.71,1
65.51,8.26,54.35,48.42,0
86.32,49.22,13.86,73.52,1
43.02,44.84,65.62,29.97,0
83.34,61.63,4.37,96.87,1
10.28,79.31,64.74,77.69,0
23.48,43.97,26.5,0.85,1
3.75,36.43,75.86,97.74,0
77.81,97.53,25.35,95.45,1
50.19,40.71,58.41,62.49,0
99.41,10.33,9.17,1.63,1
78.14,54.33,58.58,30.97,0
84.37,45.92,6.56,83.51,1
49.68,14.92,64.04,13.28,0
46.28,25.61,50.23,81,1
16.52,97.61,79.56,58.18,0
55.33,72.7,11.66,14.38,1
99.47,56.3,51.8,57.39,0
74.52,69.13,13.57,8.86,1
81.79,88.87,52.11,34.51,0
63.74,63.52,0.6,17.42,1
69.36,23.6,83.47,21.84,0
40.45,66.99,9.09,14.73,1
78.27,7.17,85.99,13.41,0
91.04,58.29,15.79,33.04,1
3.87,45.3,53.99,83.82,0
24.79,12.54,16.63,90.21,1
54.85,0.8,66.99,20.94,0
20.97,9.18,19.13,95.72,1
96.71,14.35,61.71,31.96,0
67.1,97.44,16.49,23.74,1
32.07,79.06,76.14,84.72,0
31.67,31.22,10.6,66.6,1
94.91,84.24,74.87,10.98,0
8.32,39.22,14.19,44.58,1
29.84,43.53,88.49,89.11,0
88.99,94.82,3.08,91.77,1
10.46,12.57,63.29,83.94,0
37.92,12.62,18.25,4.08,1
81.01,27.6,49.92,50.46,0
99.22,9.67,5.37,1.72,1
92.47,90.66,91.67,82.51,0
63.66,83.92,28.83,41.23,1
78.3,64.19,92.89,70.42,0
86.08,14.2,21.33,49.02,1
75.19,72.73,94.1,98.95,0
38.97,68.89,27.49,26.14,1
93.24,86,57.94,36.76,0
50.96,60.61,22.75,71.99,1
18.01,78.44,56.81,23.19,0
10.1,79.76,14.12,55.48,1
17.97,21.08,40.8,94.6,0
58.92,72.14,0.6,53.78,1
79.12,20.29,79.5,20.66,0
92.49,19.2,65.89,75.35,1
22.18,6.61,92.98,85.63,0
49.99,30.63,42.72,87.68,1
39.46,53.18,64.88,93.69,0
85.09,91.66,0.6,6.06,1
37.59,32.85,47.97,24.29,0
79.19,23.32,43.11,91.3,1
65.8,80.11,87.16,88.03,0
0.42,78.24,26.24,32.18,1
5.42,88.77,59.47,41.24,0
95.37,43.03,39.58,93.15,1
3.93,65.67,67.23,65.66,0
63.44,31.56,36.18,76.24,1
36.95,92.69,34.51,50.39,0
95.26,42.22,23.23,8.91,1
47.94,97.12,95.59,47.18,0
60,10.18,4.46,27.93,1
12.85,53.5,76.28,31.76,0
0.88,38.08,24.14,78.79,1
69.38,54.79,55.49,36.16,0
7.41,60.35,9.15,12.97,1
39.85,5.47,96.81,53.21,0
94.81,12.92,82.18,96.49,1
86.91,25.62,62.96,58.09,0
62.76,4.7,31.42,70.38,1
81.87,44.56,49.81,58.57,0
26.48,68.82,20.72,29.07,1
65.42,82.74,70.16,7.34,0
77.12,9.65,21.65,3.36,1
15.08,83.34,95.14,73.49,0
85.43,65.67,20.34,58.81,1
19.98,59.85,37.7,97.37,0
45.54,60.93,12.18,14.63,1
21.17,32.14,99.07,98.34,0
72.99,75.4,2.75,11.12,1
50.32,74.93,89.91,44.91,0
25.21,74.68,1.8,63.37,1
86.18,45.61,81.28,7.74,0
4.43,58.52,21.26,67.45,1
24.04,23.91,38.07,42.51,0
7.02,42.54,22.05,52.27,1
41.9,50.24,97.79,84.17,0
98.9,30.67,10.61,99.92,1
81.63,92.63,57.03,11.41,0
11.25,80.25,14.57,22.91,1
66.26,65.05,95.51,21.54,0
82.01,0.23,0.61,98.25,1
1.76,38.5,79.58,58.67,0
86.03,35.88,24.47,48.18,1
100.08,73.91,42.66,38.48,0
30.61,56.91,21.79,38.84,1
77.27,43.23,93.27,6.2,0
36.24,26.65,9.47,84.06,1
34.83,58.86,87.46,85.07,0
77.45,60.92,17.85,10.15,1
2.66,93.27,54.91,51.56,0
56.21,27.9,28.7,72.61,1
83.28,3.97,84.04,36.8,0
47.11,14.12,24.11,93.14,1
99.43,19.98,52.29,14.7,0
11.51,96.88,16.98,1.93,1
28.91,84.91,49.62,34.59,0
36.19,88.35,10.11,76.23,1
82.18,29.6,61.4,10.3,0
77.34,77.81,6.21,50.92,1
49.33,87.94,52.98,35.18,0
33.53,17.74,0.92,73.4,1
1.42,8.4,43.18,48.94,0
71.97,5.13,12.63,72.6,1
28.07,69.37,99.89,22.4,0
37.07,19.2,18.79,41.78,1
38.4,0.75,48.54,10.48,0
2.22,52.95,14.58,57.91,1
29.82,94.78,86.78,33.72,0
15.54,55.69,8.81,88.4,1
47.83,10.04,76.01,38.66,0
48.2,71.89,15.98,36.23,1
17.39,98.35,71.99,73.08,0
87.91,94.69,3.04,53.99,1
20.73,2.12,40.99,51.95,0
85.05,37.96,14.83,48.76,1
89.89,79.75,83.8,97.09,0
10.93,72.84,17.82,74.52,1
64.9,33.06,72.72,42.57,0
40.1,71.92,10.91,92.37,1
9.51,15.14,90.67,28.23,0
67.5,25.99,11.22,75.91,1
76.99,5.76,57.55,64.58,0
98.07,59.98,14.55,37.51,1
13.65,88.33,47.52,23.14,0
84.12,17.17,27.36,73.44,1
97.51,69.73,88.19,54.8,0
56.73,22.96,8.47,33.85,1
69.64,85.36,94.71,64.96,0
53.34,38.41,16.27,41.1,1
97.84,56.78,99.62,33.44,0
39.95,46.37,29.71,98.93,1
63.76,95.96,30.31,12.48,0
63.14,30.23,59.92,81.87,1
51.38,78.23,41.08,31.92,0
40.07,14.4,76.5,72.54,1
24.48,10.36,74.18,35.39,0
18.06,5.29,25.22,33.7,1
81.87,83.17,51.61,66.38,0
53.12,70.05,3.36,51.73,1
90.99,38.97,85.6,43.98,0
30.77,45.86,66.87,88.77,1
73.24,82.23,59.4,44.04,0
37.33,5.9,38.03,85.88,1
12.43,93.16,39.04,73.58,0
89.93,77.35,22.42,57.68,1
21.8,35.3,56.76,32.22,0
80.41,86.78,24.33,87.04,1
22.05,4.88,46.97,70.2,0
57.86,28.57,51.8,85.58,1
27.03,4.81,64.11,41.43,0
86.85,95.81,4.59,1.27,1
64.11,55,65.59,71.24,0
12.32,1.1,20.72,92.77,1
68.02,37.77,60.34,32.88,0
96.69,37.15,1.91,5.99,1
41.24,83.29,54.65,88.58,0
44.22,33.57,26.6,32.57,1
77.19,1.75,41.67,38.43,0
14.18,69.67,26.58,59.77,1
41.3,92.1,95.26,60.97,0
80.54,18.94,26.54,38.24,1
27.06,48.35,72.1,89.44,0
60.41,13.49,70.39,84.61,1
33.21,29.79,79.88,64.23,0
49.22,18.33,13.88,73.53,1
16.77,30.38,56.36,43.99,0
19.26,93.59,5.14,61.92,1
85.6,22.72,77.44,36.06,0
30.44,11.98,58.25,96.16,1
87.68,71.78,86.45,97.51,0
21.67,30.92,15.95,99.7,1
73.63,28.31,40.98,51.68,0
81.77,20.65,9.71,32.66,1
50.78,46.37,51.56,41.3,0
21.35,22.83,12.37,25.62,1
12.09,4.06,73.11,21.06,0
71.17,49.71,19.99,21.4,1
23.14,20.47,46.08,79.26,0
43.22,19.78,88.08,76.79,1
59.94,95.8,64.65,14.75,0
20.54,13.73,11.91,82.53,1
1.12,32.89,48.48,98.46,0
65.79,24.65,2.84,72.42,1
73.72,89.98,74.42,95.82,0
91.19,40.81,29.71,28.01,1
52.82,81.56,72.95,21.15,0
25.03,29.72,4.42,8.64,1
43.5,20.88,94.68,49.98,0
2.17,19.92,29.88,90.61,1
99.28,92.75,94.02,42.63,0
47.85,7.81,6.69,86.13,1
6.89,75.02,57.11,65.12,0
1.95,52.76,2.6,86.43,1
95.16,27.44,40.32,4.76,0
14.36,36.51,17.5,17.33,1
5.26,6.69,33.18,38.47,0
57.95,43.06,14.5,90.14,1
60.09,75.75,98.38,74.51,0
10.98,34.77,12.01,2.54,1
80.5,76.44,85.54,3.93,0
51.63,96.99,11.46,74.3,1
55.78,57.9,71.92,2.72,0
36.91,18.27,25.52,12.65,1
44.48,39.05,61.33,6.22,0
69.98,6.34,91.94,71.52,1
7.56,75.44,88.64,59.22,0
63.81,0.39,18.32,43.28,1
30.99,43.17,68.44,58.95,0
69.78,19.95,6.23,72.77,1
3.64,35.24,41.45,62.8,0
16.59,19.49,5.56,53.82,1
23.26,54.3,41.57,9.66,0
64.95,58.3,21.87,88.86,1
57.87,23.28,43.14,37.63,0
56.15,47.79,35.41,97.68,1
21.7,45.78,64.52,14.8,0
30.54,23.6,88.49,79.27,1
5.71,56.57,80.75,86.33,0
11.26,81.56,16.82,13.03,1
3.8,40.09,88.13,67.68,0
85.41,3.42,17.29,92.32,1
75.79,30.64,39.75,48.55,0
37.3,18.02,22.05,97.26,1
22.91,61.76,60.74,75.02,0
98.91,44.06,8.86,19.53,1
5.62,13.09,64.86,78.01,0
16.32,70.08,11.35,72.03,1
97.7,14.73,40.63,61.29,0
15.26,55.83,28.45,86.33,1
76.63,86.95,52.43,26.67,0
95.29,37.97,12.17,10.94,1
21.43,29.57,42.02,9.37,0
92.76,34.41,4.55,39.53,1
51.18,98.02,54.95,77.81,0
61.08,0.19,7.68,79.67,1
91.4,56.76,46.04,5.19,0
13.07,85.71,15.86,31.67,1
87.58,27.25,74.75,20.76,0
6.76,77.8,19.32,1.63,1
28.78,50.67,77.02,90.48,0
73.45,95.61,3.25,38.95,1
86.24,75.73,84.2,29.89,0
86.38,4.21,62.79,93.14,1
17.31,92.28,87.42,22.58,0
88.28,56.47,20.12,69.33,1
74.39,42.91,90.97,5.51,0
86.14,20.19,0.83,12.52,1
2.06,50.09,57.54,6.52,0
76.87,35.46,26.16,19.42,1
17.8,76.69,41.4,77.99,0
80.73,79.07,29.74,60.67,1
8.81,78.46,37.85,94.68,0
45.33,42.61,22.26,58.51,1
83.68,1.04,62.96,49.67,0
72.78,19.54,5.83,38.56,1
27.12,87.1,80.45,47.83,0
5.81,87.12,24.41,55.11,1
69.49,23.44,68.72,0.22,0
52.4,69.6,3.13,11.15,1
22.54,2.88,56.1,45.91,0
83.15,14.95,46.21,70.48,1
89.63,94.37,63.39,30.79,0
30.01,0.37,1.84,47.13,1
72.87,41.36,33.45,7.81,0
41.25,1.05,66.35,74.49,1
60.24,92.2,41.87,0.22,0
78.87,20.57,78.75,96.57,1
53.62,79.95,90.43,5.77,0
14.78,63.04,13.08,90.02,1
15.94,98.39,45.04,29.16,0
59.85,45.13,49.67,89.83,1
41.46,96.9,42.14,94.28,0
34.79,85.59,3.09,44.73,1
14.24,53.71,72.08,53.78,0
89.08,2.98,69.85,88.07,1
52.32,97.41,95.76,33.46,0
54.58,41.17,5,30.75,1
0.79,77.25,67.45,51.23,0
16.42,42.09,25.34,41.24,1
46.76,65.3,58.92,85.45,0
73.79,68.67,6.14,12.56,1
81.13,90.67,66.28,40.5,0
6.57,64.68,17.87,9.36,1
49.21,72.57,53.23,20.12,0
42.3,90.62,3.04,93.85,1
66.94,6.54,50.7,64.75,0
74.31,79.65,0.36,56.58,1
23.69,20.37,50.07,35.17,0
37.55,31.94,41.01,72.34,1
24.75,84.86,69.65,47.19,0
75.05,19.52,74.68,88.07,1
23.77,59.52,55.08,34.08,0
26.7,38.36,13.1,44.7,1
46.17,51.27,48.41,71.81,0
51.95,50.01,26,8.6,1
16.59,7.49,67.96,36.43,0
21.41,10.36,25.54,78.86,1
99.8,30.65,50.9,14.4,0
96.61,98.92,24.45,92.98,1
48.2,69.56,32.8,93.16,0
88.68,32.05,15.91,44.44,1
60.81,73.9,76.25,68.29,0
40.14,4.59,4.73,47.24,1
97.15,24.92,45.68,44.26,0
98.22,8.84,7.7,83.99,1
82.37,10.5,59.42,32.2,0
74.16,92.19,20.82,7.7,1
90.92,58.17,79.88,1.56,0
54.31,48.61,17.83,58.33,1
48.99,14.99,82.04,48.71,0
27.7,34.28,6.19,84.91,1
9.93,43.99,76.36,48.4,0
5.6,0.51,1.86,11.34,1
88.68,49.63,46.28,62.82,0
96.25,26.21,8.94,62.2,1
38.22,41.28,84.02,43.73,0
48.94,95.04,22.34,80.96,1
17.75,8.93,55.24,5.64,0
59.61,92.01,16.97,31.61,1
13.46,29.32,62.54,7.65,0
8.69,39.34,16.31,60.31,1
76.81,69.48,46,15.08,0
44.64,49.78,28.83,80.43,1
13.91,11.33,76.62,32.3,0
66.26,15.49,25.44,9.29,1
79.19,91.73,80.92,68.9,0
58.36,66.05,28.17,37.09,1
90.2,45.99,95.27,36.94,0
51.83,67.79,6.75,79.62,1
80.91,8.9,36.07,29.51,0
58.84,2.13,29.19,54.89,1
27.78,95.41,36.95,6.4,0
17.13,56.09,10.78,9.46,1
50.33,71.95,38.26,14.28,0
87.56,59.05,7.21,45.73,1
13.91,40.89,90.95,65.77,0
38.71,73.39,17.88,20.51,1
4.95,10.58,99.05,21.89,0
54.89,46.35,0.51,50.11,1
0.49,65.71,43.83,47.65,0
67.53,46.21,35.26,80.32,1
8.2,58.25,73.17,38.4,0
71.66,57.82,22.76,81.9,1
40.3,65.82,44.46,3.55,0
9.32,81.8,24.97,0.31,1
66.95,20.26,43.99,49.13,0
32.46,88.22,17.94,97.1,1
29.55,98.61,45.71,20.02,0
19.83,46.14,21.77,79.36,1
57.5,18.62,33.37,47.17,0
86.72,52.03,15.85,35.46,1
78.61,83.93,84.87,26.02,0
87.19,69.39,22.19,25.13,1
14.71,87.31,88.2,40.67,0
79.53,20.65,26.41,90.66,1
4.96,4.97,43.93,56.2,0
1.7,79.08,9.81,81.03,1
85.89,12.51,81.1,57.04,0
40.16,11.39,8.09,9.9,1
45.59,89.16,34.82,36.21,0
53.83,32.08,42.28,94.69,1
18.24,35.63,60.08,64.4,0
36.75,13.39,1.81,2.28,1
22.84,37.9,29.95,13.76,0
74.31,37.11,23.76,59.34,1
51.24,55.31,79.41,47.58,0
85.36,15.37,7.89,2.6,1
75.9,78.59,38.57,65.12,0
24.69,12.67,2.69,31.61,1
7.69,35.49,60.58,69.64,0
5.71,29.07,26.3,93.8,1
54.85,24.29,41.32,23.28,0
28.72,78.31,19.02,45.6,1
7.18,88,85.83,46.52,0
86.41,36.31,40.86,73.14,1
83.22,62.54,68.43,51.72,0
15.16,83.03,29.84,99.35,1
17.1,18.66,32.62,67.65,0
77,80.33,18.02,6.38,1
4.03,96.74,84.16,9.68,0
91.13,39.74,29.97,42.97,1
69.14,28.32,91.02,8.87,0
83.45,38.58,39.33,97.67,1
55.7,87.13,63.39,77.65,0
42.21,62.24,26.88,26.15,1
3.73,61.52,39.95,33.21,0
36.5,40.77,12.13,99.06,1
20.46,47.57,97.03,95.14,0
14.97,96.11,0.63,58.44,1
39.43,69.43,75.53,75.54,0
89.46,55.09,12.21,22.41,1
78.64,9.74,88.41,40.65,0
31.16,9.96,21.14,80.79,1
33.75,93.71,83.33,83.57,0
86.79,41.08,80.1,81.93,1
43.35,68.34,40.2,83.6,0
0.41,63.67,3.28,32.79,1
39.8,67.9,45.23,42.39,0
85.54,47.51,5.46,98.34,1
68.55,70.45,59.6,48.07,0
92.32,1.46,7.2,54.52,1
12.91,45.59,32.06,75.34,0
59.53,24.45,0.56,35.55,1
23.81,2.13,36.88,55,0
6.89,9.4,6.15,19.92,1
28.32,14.84,61.51,43.03,0
62.36,42.99,8.15,25.24,1
3.29,77.28,37.41,66.65,0
37.22,82.82,25.79,81.4,1
27.19,11.46,67.84,71.21,0
70,34.64,99.69,97.67,1
21.11,44.29,84.06,13.54,0
37.2,49.96,14.09,15.06,1
88,16.84,97.55,62.93,0
49.76,44.57,20.24,62.16,1
1.24,9.79,71.66,11.52,0
49.35,54.5,17.2,36.48,1
34.18,61.1,91.5,46.46,0
98.35,72.17,4.41,4.06,1
34.52,63.71,84.33,75.89,0
72.62,32.49,1.23,98.31,1
77.44,97.44,72.89,88.87,0
74.97,51.32,24.29,88.8,1
47.4,77.83,32,87.39,0
41.92,93.37,27.32,22.24,1
18.92,58.45,40.95,19.38,0
22.22,84.97,13.73,74.02,1
67.99,65.51,64.35,9.63,0
53.02,55.73,0.4,10.02,1
80.42,74.06,76.62,71.93,0
48.62,44.51,57.93,94.32,1
8.65,82,81.65,45.2,0
87.4,90.01,28.3,95.42,1
29.09,11.13,43.54,82.93,0
91.72,25.49,17.58,42.57,1
64.37,63.91,32.54,21.15,0
50.53,1.17,39.24,73.37,1
5.79,88.53,59.13,41.77,0
11.92,12.29,1.64,12.48,1
78.76,61.25,31.85,24.29,0
8.25,49.24,3.17,29.18,1
95.59,82.24,65.14,52.88,0
9,98.56,14.8,18.77,1
92.38,68.71,52.96,87.95,0
31.86,14.83,1.08,26.85,1
36.44,75.75,70.11,9.71,0
24.28,2.91,21.84,16.36,1
3.97,53.39,72.49,12.49,0
54.19,52.42,17.51,92.81,1
34.04,13.05,75.19,15.81,0
95.48,43.32,85.16,82.99,1
11.37,59.79,41.55,18.87,0
78.58,19.24,20.34,51.87,1
39.67,76.85,78.48,92.91,0
15.75,99.04,24.63,64.11,1
71.56,19.55,56.25,69.17,0
56.69,10.01,3.81,72.7,1
96.29,88.35,99.09,68.05,0
19.3,54.05,22.16,64.57,1
66.62,0.43,31.91,2.43,0
98.75,84.32,3.66,8.79,1
18.79,41.58,47.31,31.79,0
77.09,12.68,10,21.73,1
71.47,6.24,50.49,11.1,0
39.81,7.77,74.45,78.26,1
99.13,1.46,94.83,19.33,0
2.74,94.97,13.74,70.82,1
29.75,60.92,86.75,50.4,0
93.47,47.5,24.02,23.26,1
6.19,63.78,66.15,30.01,0
29.65,72.32,11.74,73.29,1
69.37,58.31,33.57,54.6,0
95.69,15.6,2.1,48.97,1
3.3,94.71,49.42,36.23,0
62.24,68.85,10.36,46.39,1
63.45,99.49,81.07,99.2,0
78.04,8.06,18.27,18.26,1
51.08,43.93,39.79,47.16,0
55.38,69.43,10.94,96.32,1
52.44,80.82,93.25,29.27,0
73.94,28.3,79.5,80.54,1
59.9,56.64,45.83,60.53,0
70.73,19.57,26.64,91.74,1
22.76,57.53,78.43,19.61,0
49.75,55.78,19.19,88.6,1
9.08,36.02,41.47,38.13,0
13.14,18.44,16.01,68.73,1
31.26,55.82,64.22,94.43,0
36.49,89.41,16.55,8.83,1
23.49,14.99,64.79,40.61,0
17.45,10.65,15.47,40.15,1
98.61,69.65,77.59,18.36,0
81.94,21.69,24.45,46.66,1
98.79,26.58,55.75,69.89,0
85.37,0.33,7.61,22.66,1
24.95,0.92,47.03,93.84,0
1.79,7.86,28.23,92.72,1
22.68,55.33,36.07,26.28,0
99.71,27.95,43.18,86.67,1
49.2,82.02,51.4,15.93,0
91.55,59.88,28.14,1.31,1
86.04,22.49,83.96,38.97,0
84,8.74,26.62,21.79,1
52.73,98.35,43.71,55.37,0
10.02,49.25,26.48,10.64,1
16.75,92.25,38.83,95.58,0
86.82,44.06,15.19,2.22,1
86.26,88.26,99.33,80.49,0
48.16,58.99,25.95,84.43,1
5.76,54.1,64.17,39.46,0
40.37,95.09,2.94,10.86,1
54.07,31.97,63.75,36.21,0
40.25,41.8,46.59,71.86,1
35.14,48.18,46.19,15.94,0
15.15,80.28,5.61,53.48,1
72.81,99.78,48.17,64.42,0
53.54,46.3,26.87,18.38,1
66.44,73.87,87.18,78.41,0
7.27,72.17,21.04,37.87,1
6.63,91.49,56.5,22.16,0
48.71,43.37,9.55,14.86,1
63.29,23.87,34.05,20.19,0
52.36,66.03,14.49,51.17,1
82.14,34.71,42.64,14.67,0
83.31,75.74,24.67,47.62,1
24.72,68.72,65.28,12.49,0
38.22,12.3,16.39,3.11,1
23.11,21.31,50.92,32.36,0
33.58,63.24,7.69,7.44,1
11.38,75.51,65.14,64.11,0
7.67,58.41,22.87,57.38,1
15.97,6.56,48.33,54.92,0
66.39,51.57,18.6,43.24,1
65.49,97.51,82.8,78.2,0
59.95,32.77,14.25,9.12,1
84.94,2.36,46.55,27.17,0
38.2,44.99,90.4,81.4,1
8.45,79.51,69.27,37.98,0
49.3,84.18,22.97,63.1,1
33.27,56.23,36.72,66.34,0
40.21,75.63,3.5,75.13,1
28.37,25.31,58.6,16.16,0
9.85,68.98,29.17,72.33,1
42.68,69.32,55.48,88.17,0
96.4,5.39,84.36,88.91,1
34.83,53.81,34.29,64.92,0
53.98,46.54,55.56,76.53,1
85.08,11.82,93.73,8.58,0
65.19,65.18,2.09,73.79,1
1.34,99.71,50.58,53.78,0
90.09,17.65,9.86,57.44,1
96.44,49.67,56.23,0.36,0
54.91,33.81,17.81,0.4,1
68.05,56.03,92.86,64.36,0
47.53,43.58,14.7,96.99,1
70.01,84.58,90.71,19.95,0
11.51,98.58,20.66,51.61,1
87.26,31.78,67.83,8.68,0
58.3,38.53,71.76,72.33,1
44.81,48.45,76.95,7.02,0
75,14.28,12.1,2.9,1
7.41,69.16,61.73,17.02,0
18.66,77.61,3.68,70.11,1
70.46,20.48,90.01,20.74,0
20.31,98.19,13.81,48.27,1
40.7,48.39,50.63,42.34,0
1.41,66.68,23.14,27.86,1
75.28,51.26,48.37,66.87,0
41.52,0.7,58.57,93.3,1
73.58,75.47,89.77,8.03,0
90.06,60.31,5.93,33.66,1
5.5,45.84,38.57,25.57,0
79.88,69.87,11.05,44.9,1
15.26,65.2,86.56,66.05,0
26.62,36.18,20.6,13.48,1
89.35,17.25,46.26,32.31,0
47.44,90.28,16.21,72.56,1
25.66,32.62,43.41,73.36,0
64.57,52.17,17.17,88.39,1
